Datetime,Temperature,Memory Free %,CPU Utilization %
2024-03-22 21:35:40,52.58,83.05,52.0
2024-03-22 21:36:11,51.61,83.0,51.75
2024-03-22 21:36:42,53.56,82.99,52.0
2024-03-22 21:37:13,52.09,83.03,52.13
2024-03-22 21:37:44,52.58,83.11,51.51
2024-03-22 21:38:15,52.58,83.08,52.94
2024-03-22 21:38:46,53.56,83.06,52.13
2024-03-22 21:39:17,51.61,83.07,52.62
2024-03-22 21:39:48,51.61,83.04,52.14
2024-03-22 21:40:19,52.58,83.01,51.88
2024-03-22 21:40:50,53.07,83.01,52.12
2024-03-22 21:41:21,53.07,83.03,51.63
2024-03-22 21:41:52,53.56,83.03,52.25
2024-03-22 21:42:23,51.61,83.02,53.35
2024-03-22 21:42:54,51.61,82.98,51.63
2024-03-22 21:43:25,53.07,83.02,51.89
2024-03-22 21:43:56,52.09,83.0,51.76
2024-03-22 21:44:27,53.56,82.99,51.88
2024-03-22 21:44:58,51.12,82.96,52.13
2024-03-22 21:45:29,53.07,83.05,52.0
2024-03-22 21:46:00,52.58,83.05,51.63
2024-03-22 21:46:31,52.58,83.04,51.13
2024-03-22 21:47:02,53.07,83.03,51.38
2024-03-22 21:47:33,53.56,83.02,51.76
2024-03-22 21:48:04,52.58,83.02,52.13
2024-03-22 21:48:35,52.09,83.02,51.75
2024-03-22 21:49:06,52.58,83.02,46.98
2024-03-22 21:49:37,52.58,83.04,51.51
2024-03-22 21:50:08,52.58,83.03,51.52
2024-03-22 21:50:39,52.09,83.03,51.51
2024-03-22 21:51:10,52.09,83.03,52.13
2024-03-22 21:51:41,52.09,83.04,52.36
2024-03-22 21:52:12,53.07,83.04,52.12
2024-03-22 21:52:43,52.09,83.0,51.75
2024-03-22 21:53:14,53.56,82.99,52.13
2024-03-22 21:53:45,52.09,82.99,52.12
2024-03-22 21:54:16,53.07,83.0,51.51
2024-03-22 21:54:47,51.61,82.95,52.24
2024-03-22 21:55:18,52.58,83.08,54.39
2024-03-22 21:55:49,51.61,83.04,52.0
2024-03-22 21:56:20,52.58,83.01,52.13
2024-03-22 21:56:51,52.09,83.0,52.75
2024-03-22 21:57:22,52.58,83.01,52.25
2024-03-22 21:57:53,51.12,82.99,52.5
2024-03-22 21:58:24,52.58,83.06,51.87
2024-03-22 21:58:55,53.56,83.05,51.39
2024-03-22 21:59:26,51.12,82.97,52.12
2024-03-22 21:59:57,53.07,82.94,51.63
2024-03-22 22:00:28,52.09,82.93,51.26
2024-03-22 22:00:59,52.58,82.93,51.39
2024-03-22 22:01:30,53.07,82.98,51.74
2024-03-22 22:02:01,52.09,82.97,52.64
2024-03-22 22:02:32,53.56,82.93,51.13
2024-03-22 22:03:03,51.61,82.94,51.26
2024-03-22 22:03:34,52.09,82.96,51.75
2024-03-22 22:04:05,52.58,82.96,52.13
2024-03-22 22:04:36,52.09,82.92,51.63
2024-03-22 22:05:07,53.07,82.96,46.67
2024-03-22 22:05:38,53.07,82.95,52.01
2024-03-22 22:06:09,52.58,82.94,52.0
2024-03-22 22:06:40,52.58,82.94,52.13
2024-03-22 22:07:11,51.12,82.93,52.62
2024-03-22 22:07:42,53.07,82.93,51.63
2024-03-22 22:08:13,52.58,82.92,52.38
2024-03-22 22:08:44,51.61,83.0,51.51
2024-03-22 22:09:15,51.61,82.98,51.76
2024-03-22 22:09:46,52.09,82.93,51.38
2024-03-22 22:10:17,53.07,82.92,51.75
2024-03-22 22:10:48,51.12,82.94,51.88
2024-03-22 22:11:19,52.09,82.95,51.38
2024-03-22 22:11:50,51.61,82.95,52.0
2024-03-22 22:12:21,52.58,82.96,51.63
2024-03-22 22:12:52,52.09,82.95,52.37
2024-03-22 22:13:23,52.58,82.95,52.13
2024-03-22 22:13:54,52.58,82.95,51.75
2024-03-22 22:14:55,52.09,82.93,51.63
2024-03-22 22:15:26,52.09,82.94,52.0
2024-03-22 22:15:57,52.58,82.92,51.63
2024-03-22 22:16:28,52.09,82.92,51.63
2024-03-22 22:16:59,52.58,83.04,51.38
2024-03-22 22:17:30,52.58,83.01,51.13
2024-03-22 22:18:01,52.58,82.99,51.26
2024-03-22 22:18:32,51.61,82.98,51.63
2024-03-22 22:19:03,52.09,82.98,52.13
2024-03-22 22:19:35,52.09,82.98,51.52
2024-03-22 22:20:06,52.09,83.04,52.37
2024-03-22 22:20:37,53.07,83.01,51.26
2024-03-22 22:21:08,52.09,82.99,46.88
2024-03-22 22:21:39,52.09,82.92,51.13
2024-03-22 22:22:10,51.61,82.95,51.26
2024-03-22 22:22:41,53.07,83.03,51.64
2024-03-22 22:23:12,51.12,83.02,51.5
2024-03-22 22:23:43,52.58,83.01,51.63
2024-03-22 22:24:14,53.07,82.95,51.88
2024-03-22 22:24:45,52.58,83.04,51.51
2024-03-22 22:25:16,52.09,83.01,51.76
2024-03-22 22:25:47,52.58,82.98,51.88
2024-03-22 22:26:18,52.09,82.96,52.12
2024-03-22 22:26:49,52.09,82.95,51.75
2024-03-22 22:27:20,53.07,82.96,51.98
2024-03-22 22:27:51,53.07,82.95,51.25
2024-03-22 22:28:22,52.58,82.96,76.75
2024-03-22 22:28:53,52.58,82.96,52.0
2024-03-22 22:29:24,51.61,83.03,51.75
2024-03-22 22:29:55,52.58,83.0,51.75
2024-03-22 22:30:26,52.58,82.99,51.51
2024-03-22 22:30:57,52.09,82.99,51.63
2024-03-22 22:31:28,53.07,82.99,52.25
2024-03-22 22:31:59,52.58,82.98,51.99
2024-03-22 22:32:30,52.09,82.99,51.26
2024-03-22 22:33:01,51.61,82.98,51.38
2024-03-22 22:33:32,52.58,83.0,52.26
2024-03-22 22:34:03,51.61,82.99,53.13
2024-03-22 22:34:34,51.61,82.97,52.38
2024-03-22 22:35:05,52.09,83.01,52.5
2024-03-22 22:35:36,52.58,82.98,52.01
2024-03-22 22:36:07,53.07,82.92,52.48
2024-03-22 22:36:38,53.56,83.01,51.5
2024-03-22 22:37:09,52.09,82.99,51.76
2024-03-22 22:37:40,52.09,82.98,53.88
2024-03-22 22:38:11,51.61,82.95,51.63
2024-03-22 22:38:42,52.09,82.95,51.88
2024-03-22 22:39:13,52.09,83.05,51.39
2024-03-22 22:39:44,52.09,83.06,52.35
2024-03-22 22:40:15,51.61,83.01,51.62
2024-03-22 22:40:46,52.09,83.01,51.63
2024-03-22 22:41:17,53.07,83.01,51.64
2024-03-22 22:41:48,51.61,83.0,52.0
2024-03-22 22:42:19,52.09,82.99,51.63
2024-03-22 22:42:50,52.09,82.97,51.76
2024-03-22 22:43:21,52.58,82.94,51.51
2024-03-22 22:43:52,53.07,82.88,51.75
2024-03-22 22:44:23,51.61,82.96,51.51
2024-03-22 22:44:54,52.58,82.98,51.63
2024-03-22 22:45:25,52.58,82.96,51.75
2024-03-22 22:45:56,52.09,83.04,51.64
2024-03-22 22:46:27,52.58,83.0,51.5
2024-03-22 22:46:58,52.58,82.99,51.26
2024-03-22 22:47:29,52.09,82.97,51.75
2024-03-22 22:48:00,52.09,82.97,51.75
2024-03-22 22:48:31,53.07,82.97,51.63
2024-03-22 22:49:02,52.09,82.97,52.0
2024-03-22 22:49:33,52.09,82.96,51.75
2024-03-22 22:50:04,51.61,82.95,51.88
2024-03-22 22:50:35,52.58,82.93,51.87
2024-03-22 22:51:06,52.58,82.91,51.52
2024-03-22 22:51:37,53.07,82.98,51.51
2024-03-22 22:52:08,52.09,82.92,51.76
2024-03-22 22:52:39,52.09,82.9,51.38
2024-03-22 22:53:10,52.09,83.0,51.26
2024-03-22 22:53:41,52.58,82.98,52.01
2024-03-22 22:54:12,52.09,82.89,61.25
2024-03-22 22:54:43,53.07,82.97,52.13
2024-03-22 22:55:14,51.12,83.0,52.24
2024-03-22 22:55:45,52.09,82.97,51.63
2024-03-22 22:56:16,52.09,83.01,51.26
2024-03-22 22:56:47,52.58,82.99,51.0
2024-03-22 22:57:18,52.58,82.98,52.0
2024-03-22 22:57:49,52.58,82.96,52.12
2024-03-22 22:58:20,51.61,82.93,75.31
2024-03-22 22:58:51,52.58,82.91,51.75
2024-03-22 22:59:22,53.07,82.91,51.74
2024-03-22 22:59:53,52.58,82.97,51.63
2024-03-22 23:00:24,51.61,82.97,75.25
2024-03-22 23:00:55,52.58,82.97,52.24
2024-03-22 23:01:26,52.09,82.95,51.88
2024-03-22 23:01:57,53.07,82.93,51.63
2024-03-22 23:02:28,52.09,82.94,52.5
2024-03-22 23:02:59,51.12,82.93,51.63
2024-03-22 23:03:30,52.09,82.93,52.38
2024-03-22 23:04:01,52.58,82.91,51.99
2024-03-22 23:04:32,53.07,82.9,52.12
2024-03-22 23:05:03,52.09,82.95,53.98
2024-03-22 23:05:34,52.09,82.95,52.12
2024-03-22 23:06:35,53.56,82.97,51.75
2024-03-22 23:07:06,52.09,83.02,52.49
2024-03-22 23:07:37,52.58,82.99,51.63
2024-03-22 23:08:08,52.58,82.98,52.01
2024-03-22 23:08:39,52.58,82.98,51.63
2024-03-22 23:09:10,52.58,82.98,51.88
2024-03-22 23:09:41,53.07,82.98,53.25
2024-03-22 23:10:12,52.09,82.95,51.88
2024-03-22 23:10:43,52.09,82.95,51.74
2024-03-22 23:11:14,52.58,82.95,52.25
2024-03-22 23:11:45,52.58,82.94,51.76
2024-03-22 23:12:16,53.07,82.93,51.76
2024-03-22 23:12:47,51.61,82.91,52.12
2024-03-22 23:13:18,52.58,82.92,52.76
2024-03-22 23:13:49,53.07,82.92,51.87
2024-03-22 23:14:20,52.09,82.99,52.59
2024-03-22 23:14:51,52.09,82.97,58.65
2024-03-22 23:15:22,51.61,82.98,51.76
2024-03-22 23:15:53,52.58,82.97,52.14
2024-03-22 23:16:24,53.07,82.96,52.13
2024-03-22 23:16:55,52.09,83.03,52.24
2024-03-22 23:17:26,52.09,83.01,52.25
2024-03-22 23:17:57,52.58,82.97,52.01
2024-03-22 23:18:28,52.09,82.98,51.38
2024-03-22 23:18:59,52.09,82.96,51.75
2024-03-22 23:19:30,52.09,82.97,51.89
2024-03-22 23:20:01,51.61,82.94,53.77
2024-03-22 23:20:32,52.58,82.94,52.25
2024-03-22 23:21:03,52.09,82.94,54.23
2024-03-22 23:21:34,51.61,82.88,51.63
2024-03-22 23:22:05,52.58,82.89,51.51
2024-03-22 23:22:36,51.12,82.89,52.13
2024-03-22 23:23:07,51.61,82.91,52.12
2024-03-22 23:23:38,51.12,82.93,51.87
2024-03-22 23:24:09,52.09,82.95,48.12
2024-03-22 23:24:40,52.09,82.95,51.88
2024-03-22 23:25:11,52.58,82.94,51.75
2024-03-22 23:25:42,51.61,82.95,51.64
2024-03-22 23:26:13,52.58,83.0,51.51
2024-03-22 23:26:44,51.61,83.0,52.0
2024-03-22 23:27:15,53.56,83.0,51.51
2024-03-22 23:27:46,53.07,82.99,51.75
2024-03-22 23:28:17,51.12,82.97,51.76
2024-03-22 23:28:48,52.58,82.96,51.88
2024-03-22 23:29:19,51.61,82.93,51.39
2024-03-22 23:29:50,52.09,82.96,51.87
2024-03-22 23:30:21,51.61,82.99,51.63
2024-03-22 23:30:52,52.58,82.98,51.87
2024-03-22 23:31:23,52.58,82.95,52.37
2024-03-22 23:31:54,51.61,82.95,52.12
2024-03-22 23:32:25,52.58,82.94,51.52
2024-03-22 23:32:56,52.58,82.94,52.0
2024-03-22 23:33:27,53.56,82.94,52.58
2024-03-22 23:33:58,52.09,82.94,52.0
2024-03-22 23:34:29,53.07,82.86,52.88
2024-03-22 23:35:00,53.07,82.96,53.23
2024-03-22 23:35:31,52.09,82.92,51.74
2024-03-22 23:36:02,53.07,82.9,52.01
2024-03-22 23:36:33,52.09,82.91,51.75
2024-03-22 23:37:04,52.58,82.89,54.09
2024-03-22 23:37:35,52.09,82.89,52.24
2024-03-22 23:38:06,53.56,82.9,51.88
2024-03-22 23:38:37,53.56,82.92,51.63
2024-03-22 23:39:08,52.09,82.92,51.99
2024-03-22 23:39:39,53.56,82.9,53.5
2024-03-22 23:40:10,53.07,82.87,48.5
2024-03-22 23:40:41,54.04,82.87,52.13
2024-03-22 23:41:12,53.07,82.86,52.62
2024-03-22 23:41:43,52.58,82.83,51.01
2024-03-22 23:42:14,52.58,82.9,52.01
2024-03-22 23:42:45,52.58,82.89,50.88
2024-03-22 23:43:16,53.07,82.89,51.01
2024-03-22 23:43:47,53.56,82.89,51.49
2024-03-22 23:44:18,52.58,82.89,51.76
2024-03-22 23:44:49,52.58,82.89,51.63
2024-03-22 23:45:20,52.58,82.89,51.76
2024-03-22 23:45:51,53.56,82.89,51.52
2024-03-22 23:46:22,53.07,82.9,51.88
2024-03-22 23:46:53,52.58,82.89,51.87
2024-03-22 23:47:24,53.56,82.89,51.99
2024-03-22 23:47:55,52.58,82.85,51.51
2024-03-22 23:48:26,53.07,82.91,53.25
2024-03-22 23:48:57,52.58,82.9,51.62
2024-03-22 23:49:28,54.04,82.9,51.75
2024-03-22 23:49:59,53.56,82.87,51.63
2024-03-22 23:50:30,52.58,82.87,51.64
2024-03-22 23:51:01,52.58,82.86,51.75
2024-03-22 23:51:32,53.56,82.85,51.75
2024-03-22 23:52:03,52.09,82.85,51.5
2024-03-22 23:52:34,52.09,82.83,52.5
2024-03-22 23:53:05,53.56,82.79,52.01
2024-03-22 23:53:36,53.07,82.89,51.63
2024-03-22 23:54:07,53.07,82.88,52.5
2024-03-22 23:54:38,53.07,82.85,52.0
2024-03-22 23:55:09,53.07,82.9,52.0
2024-03-22 23:55:40,53.07,82.9,51.64
2024-03-22 23:56:11,53.07,82.89,51.87
2024-03-22 23:56:42,52.58,82.86,52.24
2024-03-22 23:57:13,53.56,82.84,51.63
2024-03-22 23:58:14,52.09,82.94,52.64
2024-03-22 23:58:45,53.56,82.89,51.73
2024-03-22 23:59:16,52.58,82.84,51.52
2024-03-22 23:59:47,54.04,82.83,51.52
2024-03-23 00:00:18,52.58,82.88,52.75
2024-03-23 00:00:49,53.56,82.88,51.39
2024-03-23 00:01:20,52.09,82.86,51.76
2024-03-23 00:01:51,52.58,82.86,51.76
2024-03-23 00:02:22,52.58,82.84,53.37
2024-03-23 00:02:53,54.04,82.98,51.63
2024-03-23 00:03:24,53.07,82.96,51.75
2024-03-23 00:03:55,53.07,82.9,51.63
2024-03-23 00:04:26,53.56,82.93,52.0
2024-03-23 00:04:57,51.61,82.88,51.88
2024-03-23 00:05:28,53.07,82.88,51.38
2024-03-23 00:05:59,52.58,82.88,51.99
2024-03-23 00:06:30,52.09,82.83,51.62
2024-03-23 00:07:01,52.58,82.82,52.26
2024-03-23 00:07:32,52.58,82.84,51.26
2024-03-23 00:08:03,53.07,82.82,51.61
2024-03-23 00:08:34,53.07,82.84,51.75
2024-03-23 00:09:05,52.58,82.84,52.12
2024-03-23 00:09:36,53.07,82.84,51.88
2024-03-23 00:10:07,54.04,82.87,52.5
2024-03-23 00:10:38,53.07,82.88,51.26
2024-03-23 00:11:09,53.07,82.87,52.26
2024-03-23 00:11:40,52.09,82.92,52.36
2024-03-23 00:12:11,53.07,82.92,51.76
2024-03-23 00:12:42,53.07,82.86,52.01
2024-03-23 00:13:13,52.58,82.86,51.87
2024-03-23 00:13:44,53.07,82.86,51.63
2024-03-23 00:14:15,52.58,82.85,51.99
2024-03-23 00:14:46,53.56,82.89,51.63
2024-03-23 00:15:17,54.53,82.88,52.0
2024-03-23 00:15:48,53.56,82.89,52.0
2024-03-23 00:16:19,53.07,82.93,51.88
2024-03-23 00:16:50,53.07,82.91,51.62
2024-03-23 00:17:21,53.07,82.96,51.88
2024-03-23 00:17:52,52.58,82.96,52.5
2024-03-23 00:18:23,53.07,82.91,52.01
2024-03-23 00:18:54,53.07,82.9,52.13
2024-03-23 00:19:25,54.04,82.91,51.63
2024-03-23 00:19:56,53.07,82.86,52.0
2024-03-23 00:20:27,54.04,82.95,53.27
2024-03-23 00:20:58,52.58,82.94,51.63
2024-03-23 00:21:29,53.07,82.88,52.24
2024-03-23 00:22:00,52.58,82.87,52.0
2024-03-23 00:22:31,53.56,82.86,52.25
2024-03-23 00:23:02,53.56,82.86,52.0
2024-03-23 00:23:33,52.58,82.86,52.0
2024-03-23 00:24:04,53.56,82.87,53.52
2024-03-23 00:24:35,53.07,82.85,51.75
2024-03-23 00:25:06,53.56,82.84,51.64
2024-03-23 00:25:37,52.58,82.84,51.99
2024-03-23 00:26:08,53.07,82.86,51.88
2024-03-23 00:26:39,53.56,82.88,51.87
2024-03-23 00:27:10,53.07,82.88,52.37
2024-03-23 00:27:41,52.09,82.89,52.25
2024-03-23 00:28:12,52.58,82.88,51.38
2024-03-23 00:28:43,52.09,82.91,51.64
2024-03-23 00:29:14,53.07,82.86,52.24
2024-03-23 00:29:45,53.07,82.85,51.5
2024-03-23 00:30:16,53.07,82.9,52.38
2024-03-23 00:30:47,53.07,82.85,52.74
2024-03-23 00:31:18,53.07,82.85,51.13
2024-03-23 00:31:49,53.56,82.84,52.0
2024-03-23 00:32:20,52.58,82.83,51.89
2024-03-23 00:32:51,53.07,82.92,51.51
2024-03-23 00:33:22,53.07,82.91,51.76
2024-03-23 00:33:53,52.58,82.9,51.75
2024-03-23 00:34:24,53.56,82.89,58.04
2024-03-23 00:34:55,53.07,82.86,58.4
2024-03-23 00:35:26,52.58,82.86,69.1
2024-03-23 00:35:57,53.56,82.81,52.13
2024-03-23 00:36:28,53.07,82.81,52.51
2024-03-23 00:36:59,53.56,82.77,52.13
2024-03-23 00:37:30,53.07,82.95,52.39
2024-03-23 00:38:01,51.61,82.95,52.12
2024-03-23 00:38:32,53.07,82.85,51.88
2024-03-23 00:39:03,52.58,82.84,52.0
2024-03-23 00:39:34,54.04,82.84,51.75
2024-03-23 00:40:05,52.58,82.93,51.62
2024-03-23 00:40:36,52.09,82.9,52.48
2024-03-23 00:41:07,52.58,82.86,52.49
2024-03-23 00:41:38,51.61,82.83,51.51
2024-03-23 00:42:09,52.58,82.9,52.0
2024-03-23 00:42:40,52.09,82.89,52.39
2024-03-23 00:43:11,53.07,82.93,47.49
2024-03-23 00:43:42,52.09,82.91,51.88
2024-03-23 00:44:13,52.09,82.85,51.76
2024-03-23 00:44:44,53.07,82.93,51.88
2024-03-23 00:45:15,53.07,82.86,52.01
2024-03-23 00:45:46,52.09,82.87,52.0
2024-03-23 00:46:17,52.58,82.84,52.13
2024-03-23 00:46:48,52.58,82.82,51.88
2024-03-23 00:47:19,54.04,82.82,51.87
2024-03-23 00:47:50,53.56,82.93,51.87
2024-03-23 00:48:21,52.58,82.91,52.11
2024-03-23 00:48:52,54.04,82.81,51.63
2024-03-23 00:49:53,53.56,82.82,51.88
2024-03-23 00:50:24,52.09,82.89,52.61
2024-03-23 00:50:55,52.58,82.84,51.75
2024-03-23 00:51:26,52.58,82.85,51.38
2024-03-23 00:51:57,52.09,82.84,52.12
2024-03-23 00:52:28,53.07,82.83,53.1
2024-03-23 00:52:59,53.07,82.82,51.87
2024-03-23 00:53:30,53.07,82.9,52.01
2024-03-23 00:54:01,53.07,82.89,51.75
2024-03-23 00:54:32,53.56,82.84,51.76
2024-03-23 00:55:03,53.07,82.91,51.76
2024-03-23 00:55:34,53.56,82.91,52.12
2024-03-23 00:56:05,52.58,82.91,54.36
2024-03-23 00:56:36,53.07,82.87,52.5
2024-03-23 00:57:07,53.56,82.82,52.12
2024-03-23 00:57:38,53.07,82.82,51.39
2024-03-23 00:58:09,53.07,82.83,51.88
2024-03-23 00:58:40,53.07,82.9,51.89
2024-03-23 00:59:11,53.56,82.89,47.63
2024-03-23 00:59:42,53.07,82.9,51.38
2024-03-23 01:00:13,52.09,82.9,52.12
2024-03-23 01:00:44,53.56,82.87,52.5
2024-03-23 01:01:15,53.07,82.85,52.26
2024-03-23 01:01:46,52.09,82.85,51.76
2024-03-23 01:02:17,52.58,82.85,52.25
2024-03-23 01:02:48,53.07,82.85,53.27
2024-03-23 01:03:19,52.58,82.82,51.51
2024-03-23 01:03:50,53.07,82.83,51.75
2024-03-23 01:04:21,51.12,82.81,52.25
2024-03-23 01:04:52,53.07,82.94,52.51
2024-03-23 01:05:23,53.56,82.85,52.12
2024-03-23 01:05:54,53.07,82.96,52.24
2024-03-23 01:06:25,53.56,82.95,52.0
2024-03-23 01:06:56,53.07,82.88,51.88
2024-03-23 01:07:27,53.56,82.88,51.5
2024-03-23 01:07:58,52.58,82.93,51.75
2024-03-23 01:08:29,53.56,82.89,52.51
2024-03-23 01:09:00,53.56,82.95,52.0
2024-03-23 01:09:31,52.58,82.86,51.75
2024-03-23 01:10:02,53.07,82.85,52.01
2024-03-23 01:10:33,52.09,82.83,51.63
2024-03-23 01:11:04,52.58,82.8,51.76
2024-03-23 01:11:35,53.07,82.81,51.64
2024-03-23 01:12:06,53.56,82.81,52.61
2024-03-23 01:12:37,54.04,82.89,51.76
2024-03-23 01:13:08,53.56,82.87,52.0
2024-03-23 01:13:39,53.56,82.86,53.75
2024-03-23 01:14:10,53.56,82.81,52.25
2024-03-23 01:14:41,52.58,82.91,52.87
2024-03-23 01:15:12,53.56,82.8,48.5
2024-03-23 01:15:43,53.07,82.92,52.88
2024-03-23 01:16:14,54.04,82.85,52.74
2024-03-23 01:16:45,53.56,82.92,52.88
2024-03-23 01:17:16,53.07,82.87,52.02
2024-03-23 01:17:47,53.56,82.83,51.63
2024-03-23 01:18:18,54.04,82.81,52.37
2024-03-23 01:18:49,52.58,82.99,51.88
2024-03-23 01:19:20,52.58,82.89,52.5
2024-03-23 01:19:51,53.07,82.87,52.48
2024-03-23 01:20:22,53.07,82.93,51.88
2024-03-23 01:20:53,52.58,82.86,51.88
2024-03-23 01:21:24,52.09,82.83,52.38
2024-03-23 01:21:55,53.56,82.86,53.12
2024-03-23 01:22:26,54.04,82.83,52.75
2024-03-23 01:22:57,53.56,82.82,51.51
2024-03-23 01:23:28,53.56,82.83,51.64
2024-03-23 01:23:59,53.56,82.86,51.63
2024-03-23 01:24:30,52.58,82.91,51.88
2024-03-23 01:25:01,52.58,82.87,52.02
2024-03-23 01:25:32,52.58,82.84,52.13
2024-03-23 01:26:03,54.04,82.92,52.13
2024-03-23 01:26:34,54.04,82.9,51.26
2024-03-23 01:27:05,52.58,82.94,54.36
2024-03-23 01:27:36,52.58,82.91,52.0
2024-03-23 01:28:07,52.58,82.8,52.0
2024-03-23 01:28:38,52.09,82.88,51.88
2024-03-23 01:29:09,53.07,82.84,52.13
2024-03-23 01:29:40,54.04,82.83,53.73
2024-03-23 01:30:11,52.09,82.95,51.75
2024-03-23 01:30:42,52.58,82.92,51.87
2024-03-23 01:31:13,53.56,82.82,52.12
2024-03-23 01:31:44,53.07,82.82,52.12
2024-03-23 01:32:15,53.07,82.93,52.14
2024-03-23 01:32:46,52.09,82.83,51.99
2024-03-23 01:33:17,53.07,82.89,52.13
2024-03-23 01:33:48,52.09,82.88,51.63
2024-03-23 01:34:19,54.04,82.95,51.51
2024-03-23 01:34:50,52.09,82.87,52.0
2024-03-23 01:35:21,53.56,82.82,52.12
2024-03-23 01:35:52,52.58,82.82,52.0
2024-03-23 01:36:23,52.58,82.78,51.99
2024-03-23 01:36:54,53.07,82.78,51.76
2024-03-23 01:37:25,53.07,82.84,52.37
2024-03-23 01:37:56,53.07,82.83,52.0
2024-03-23 01:38:27,52.58,82.83,51.75
2024-03-23 01:38:58,53.07,82.84,51.51
2024-03-23 01:39:29,52.58,82.84,52.26
2024-03-23 01:40:00,53.56,82.84,51.88
2024-03-23 01:40:31,54.53,82.84,52.0
2024-03-23 01:41:32,52.58,82.81,51.75
2024-03-23 01:42:03,52.58,82.82,51.5
2024-03-23 01:42:34,52.58,82.82,51.76
2024-03-23 01:43:05,53.56,82.85,54.14
2024-03-23 01:43:36,53.07,82.84,52.0
2024-03-23 01:44:07,53.07,82.85,52.26
2024-03-23 01:44:38,53.07,82.85,51.87
2024-03-23 01:45:09,53.07,82.85,52.39
2024-03-23 01:45:40,53.07,82.87,51.64
2024-03-23 01:46:11,53.07,82.87,51.51
2024-03-23 01:46:42,53.56,82.87,51.88
2024-03-23 01:47:13,53.07,82.86,53.63
2024-03-23 01:47:44,52.58,82.87,53.5
2024-03-23 01:48:15,53.07,82.83,52.01
2024-03-23 01:48:46,53.07,82.83,51.88
2024-03-23 01:49:17,53.56,82.82,51.88
2024-03-23 01:49:48,53.07,82.83,51.88
2024-03-23 01:50:19,53.56,82.88,52.24
2024-03-23 01:50:50,52.58,82.87,52.24
2024-03-23 01:51:21,54.53,82.89,52.38
2024-03-23 01:51:52,53.56,82.87,52.74
2024-03-23 01:52:23,53.07,82.86,51.75
2024-03-23 01:52:54,53.07,82.86,51.99
2024-03-23 01:53:25,52.58,82.88,52.0
2024-03-23 01:53:56,52.58,82.87,51.39
2024-03-23 01:54:27,53.07,82.86,52.0
2024-03-23 01:54:58,53.56,82.83,56.25
2024-03-23 01:55:29,53.07,82.91,52.13
2024-03-23 01:56:00,53.07,82.89,52.12
2024-03-23 01:56:31,53.56,82.89,52.48
2024-03-23 01:57:02,53.07,82.88,52.5
2024-03-23 01:57:33,53.07,82.83,52.24
2024-03-23 01:58:04,52.58,82.85,51.88
2024-03-23 01:58:35,54.04,82.85,51.75
2024-03-23 01:59:06,52.58,82.92,52.01
2024-03-23 01:59:37,52.58,82.9,52.0
2024-03-23 02:00:08,53.07,82.87,51.75
2024-03-23 02:00:39,52.58,82.88,51.76
2024-03-23 02:01:10,53.56,82.83,51.87
2024-03-23 02:01:41,52.58,82.84,52.61
2024-03-23 02:02:12,53.56,82.83,50.87
2024-03-23 02:02:43,53.07,82.83,51.89
2024-03-23 02:03:14,53.56,82.82,51.74
2024-03-23 02:03:45,53.07,82.88,52.12
2024-03-23 02:04:16,53.07,82.86,51.88
2024-03-23 02:04:47,53.07,82.85,51.76
2024-03-23 02:05:18,52.09,82.9,52.35
2024-03-23 02:05:49,53.56,82.93,52.0
2024-03-23 02:06:20,53.07,82.92,52.11
2024-03-23 02:06:51,53.07,82.92,51.73
2024-03-23 02:07:22,53.07,82.86,52.75
2024-03-23 02:07:53,53.56,82.92,51.88
2024-03-23 02:08:24,52.58,82.91,52.38
2024-03-23 02:08:55,53.07,82.91,52.25
2024-03-23 02:09:26,53.56,82.85,51.77
2024-03-23 02:09:57,52.58,82.85,51.76
2024-03-23 02:10:28,53.07,82.86,51.5
2024-03-23 02:10:59,52.09,82.87,51.75
2024-03-23 02:11:30,53.07,82.92,51.88
2024-03-23 02:12:01,53.07,82.89,51.76
2024-03-23 02:12:32,53.07,82.89,52.25
2024-03-23 02:13:03,53.56,82.89,52.61
2024-03-23 02:13:34,53.56,82.89,52.13
2024-03-23 02:14:05,53.56,82.89,52.63
2024-03-23 02:14:36,54.04,82.89,51.63
2024-03-23 02:15:07,52.58,82.89,51.51
2024-03-23 02:15:38,52.58,82.88,52.12
2024-03-23 02:16:09,52.58,82.88,51.87
2024-03-23 02:16:40,52.09,82.87,52.13
2024-03-23 02:17:11,53.56,82.86,51.63
2024-03-23 02:17:42,53.07,82.86,52.63
2024-03-23 02:18:13,52.09,82.86,48.24
2024-03-23 02:18:44,54.04,82.86,52.36
2024-03-23 02:19:15,52.58,82.86,51.88
2024-03-23 02:19:46,53.56,82.86,51.39
2024-03-23 02:20:17,52.58,82.85,51.88
2024-03-23 02:20:48,53.56,82.83,51.63
2024-03-23 02:21:19,54.04,82.84,52.01
2024-03-23 02:21:50,52.58,82.83,52.0
2024-03-23 02:22:21,53.56,82.85,52.39
2024-03-23 02:22:52,52.09,82.86,51.99
2024-03-23 02:23:23,52.58,82.86,52.39
2024-03-23 02:23:54,53.56,82.84,51.76
2024-03-23 02:24:25,52.09,82.83,51.51
2024-03-23 02:24:56,51.61,82.9,51.88
2024-03-23 02:25:27,53.07,82.87,51.88
2024-03-23 02:25:58,52.58,82.86,52.38
